x,y,z,color,ncluster,label,sub_group_type,idd
2927.889892578125,5188.56982421875,1588.760009765625,#34b082,29,12,SP2,1
457.25,3217.5,1326.43994140625,#f77467,29,1,SP2,1
480.4800109863281,3198.010009765625,1277.25,#f77467,29,1,SP2,1
490.75,3080.659912109375,1324.9300537109375,#f77467,29,1,SP2,1
436.7699890136719,3086.110107421875,1362.3399658203125,#f77467,29,1,SP2,1
1578.199951171875,3698.280029296875,1486.8399658203125,#000000,29,28,SP2,1
1562.6500244140625,3643.39990234375,1470.5699462890625,#000000,29,28,SP2,1
1501.1099853515625,3648.139892578125,1398.0999755859375,#000000,29,28,SP2,1
1561.6600341796875,3703.090087890625,1562.1800537109375,#000000,29,28,SP2,1
1430.1099853515625,5359.97021484375,1400.550048828125,#36aca9,29,15,SP2,1
1487.4200439453125,5395.0498046875,1563.56005859375,#36aca9,29,15,SP2,1
1514.0999755859375,5379.47998046875,1508.06005859375,#36aca9,29,15,SP2,1
1607.1700439453125,5293.919921875,1534.3199462890625,#000000,29,28,SP2,1
1432.02001953125,5325.83984375,1512.02001953125,#36aca9,29,15,SP2,1
5017.77001953125,1793.050048828125,1453.4100341796875,#8c94f4,29,21,SP2,1
5099.740234375,1772.5699462890625,1243.699951171875,#8c94f4,29,21,SP2,1
5005.43017578125,1802.4300537109373,1289.6099853515625,#8c94f4,29,21,SP2,1
4994.7998046875,1696.8299560546875,1247.8599853515625,#8c94f4,29,21,SP2,1
4954.22021484375,1778.3199462890625,1333.719970703125,#8c94f4,29,21,SP2,1
5070.6201171875,1724.699951171875,1366.4200439453125,#8c94f4,29,21,SP2,1
5190.68994140625,1706.050048828125,1296.3399658203125,#8c94f4,29,21,SP2,1
5124.830078125,1744.1700439453125,1329.6600341796875,#8c94f4,29,21,SP2,1
2697.570068359375,2883.260009765625,1482.56005859375,#da8a32,29,3,SP2,1
2648.830078125,2805.14990234375,1477.1500244140625,#da8a32,29,3,SP2,1
2651.159912109375,2813.340087890625,1546.6300048828125,#da8a32,29,3,SP2,1
2645.300048828125,2928.72998046875,1579.47998046875,#da8a32,29,3,SP2,1
2087.7900390625,1360.8199462890625,1468.9100341796875,#89a731,29,8,SP2,1
2194.7900390625,1366.6099853515625,1486.530029296875,#89a731,29,8,SP2,1
2181.10009765625,1224.93994140625,1495.2900390625,#000000,29,28,SP2,1
2181.68994140625,1306.4100341796875,1502.8199462890625,#89a731,29,8,SP2,1
2920.469970703125,1923.6700439453125,1582.969970703125,#89a731,29,8,SP2,1
2980.169921875,2004.3199462890625,1512.8199462890625,#89a731,29,8,SP2,1
2888.679931640625,1807.1300048828125,1677.6400146484375,#89a731,29,8,SP2,1
2886.43994140625,1766.4599609375,1570.52001953125,#89a731,29,8,SP2,1
2872.389892578125,1883.9300537109373,1502.3599853515625,#89a731,29,8,SP2,1
2958.489990234375,1837.9300537109373,1767.8399658203125,#89a731,29,8,SP2,1
1818.8800048828125,637.989990234375,1745.1199951171875,#35ae92,29,13,SP2,1
1830.469970703125,668.3200073242188,1660.8499755859375,#35ae92,29,13,SP2,1
1812.93994140625,706.52001953125,1578.6099853515625,#35ae92,29,13,SP2,1
5357.490234375,1496.9200439453125,1491.4300537109375,#8c94f4,29,21,SP2,1
5212.9599609375,1682.3499755859375,1452.68994140625,#8c94f4,29,21,SP2,1
5313.68994140625,1561.6700439453125,1493.3399658203125,#8c94f4,29,21,SP2,1
5168.89013671875,1625.06005859375,1420.5999755859375,#8c94f4,29,21,SP2,1
5300.9501953125,1600.949951171875,1426.449951171875,#8c94f4,29,21,SP2,1
4422.259765625,3671.300048828125,1438.1400146484375,#ab89f4,29,22,SP2,1
4358.52001953125,3705.739990234375,1456.2900390625,#ab89f4,29,22,SP2,1
1999.5,5694.43017578125,1639.280029296875,#c77df4,29,23,SP2,1
2016.75,5556.18994140625,1563.489990234375,#c77df4,29,23,SP2,1
5288.22998046875,3526.830078125,1564.199951171875,#37abb4,29,16,SP2,1
5251.27001953125,3599.919921875,1612.2099609375,#37abb4,29,16,SP2,1
5399.31005859375,3567.169921875,1502.1600341796875,#37abb4,29,16,SP2,1
5434.08984375,3574.4599609375,1382.1600341796875,#37abb4,29,16,SP2,1
5445.77978515625,3564.64990234375,1578.0699462890625,#37abb4,29,16,SP2,1
5501.509765625,3513.7099609375,1587.949951171875,#37abb4,29,16,SP2,1
5331.009765625,3575.06005859375,1477.0400390625,#37abb4,29,16,SP2,1
3560.93994140625,1809.72998046875,1529.3699951171875,#34b331,29,10,SP2,1
3447.27001953125,1976.280029296875,1492.6400146484375,#34b331,29,10,SP2,1
3544.219970703125,1880.0400390625,1539.72998046875,#34b331,29,10,SP2,1
3463.72998046875,1926.8299560546875,1536.6500244140625,#34b331,29,10,SP2,1
4869.85009765625,5046.89013671875,1790.5400390625,#b99932,29,5,SP2,1
4867.02001953125,4909.669921875,1760.0699462890625,#b99932,29,5,SP2,1
4800.08984375,4875.1298828125,1760.18994140625,#b99932,29,5,SP2,1
4835.7001953125,4988.66015625,1770.0699462890625,#b99932,29,5,SP2,1
4845.6298828125,4821.740234375,1815.3499755859373,#b99932,29,5,SP2,1
4857.759765625,5057.22021484375,1684.1400146484375,#b99932,29,5,SP2,1
1550.5899658203125,4531.8701171875,1564.3800048828125,#33b16a,29,11,SP2,1
1633.9599609375,4528.14990234375,1622.699951171875,#33b16a,29,11,SP2,1
1483.8900146484375,4500.72021484375,1608.6300048828125,#33b16a,29,11,SP2,1
1743.0699462890625,2003.3399658203125,1258.97998046875,#89a731,29,8,SP2,1
5677.39990234375,384.0799865722656,1267.300048828125,#c89332,29,4,SP2,1
5764.830078125,441.8800048828125,1157.47998046875,#c89332,29,4,SP2,1
5738.33984375,475.8800048828125,1248.489990234375,#c89332,29,4,SP2,1
1289.1600341796875,4650.43994140625,1281.0,#000000,29,28,SP2,1
1258.300048828125,4633.77001953125,1237.81005859375,#000000,29,28,SP2,1
603.27001953125,1098.8599853515623,1644.4200439453125,#9ba331,29,7,SP2,1
521.8200073242189,946.02001953125,1649.989990234375,#9ba331,29,7,SP2,1
675.6599731445312,1002.969970703125,1616.739990234375,#9ba331,29,7,SP2,1
578.510009765625,1004.75,1645.43994140625,#9ba331,29,7,SP2,1
1891.2900390625,4206.31005859375,1467.739990234375,#f17b32,29,2,SP2,1
1957.25,4104.60009765625,1418.760009765625,#f17b32,29,2,SP2,1
1915.489990234375,4148.89013671875,1420.06005859375,#f17b32,29,2,SP2,1
5657.419921875,5383.43017578125,1599.8499755859375,#b99932,29,5,SP2,1
5697.10986328125,5342.990234375,1706.3399658203125,#b99932,29,5,SP2,1
5709.509765625,5389.56982421875,1565.3499755859375,#b99932,29,5,SP2,1
1471.699951171875,3509.27001953125,1520.1199951171875,#000000,29,28,SP2,1
2403.56005859375,2207.820068359375,1595.969970703125,#000000,29,28,SP2,1
365.1600036621094,4091.2900390625,1546.4200439453125,#f565ce,29,26,SP2,1
479.25,4143.3701171875,1509.699951171875,#f565ce,29,26,SP2,1
288.9599914550781,4035.68994140625,1705.760009765625,#f565ce,29,26,SP2,1
417.20001220703125,4084.610107421875,1489.56005859375,#f565ce,29,26,SP2,1
484.7999877929688,4206.52978515625,1586.3499755859375,#f565ce,29,26,SP2,1
426.0199890136719,4133.60986328125,1546.0999755859375,#f565ce,29,26,SP2,1
311.760009765625,4108.259765625,1500.260009765625,#f565ce,29,26,SP2,1
468.739990234375,4164.2099609375,1629.550048828125,#f565ce,29,26,SP2,1
387.92999267578125,4753.72021484375,1429.31005859375,#000000,29,28,SP2,1
487.4100036621094,4819.490234375,1365.719970703125,#3ba5e3,29,19,SP2,1
1121.43994140625,136.6300048828125,1892.219970703125,#000000,29,28,SP2,1
1186.3399658203125,205.4199981689453,1821.8399658203125,#000000,29,28,SP2,1
1172.9200439453125,164.7899932861328,1754.0,#000000,29,28,SP2,1
1282.449951171875,176.49000549316406,1681.0699462890625,#000000,29,28,SP2,1
5138.5498046875,4199.97998046875,1517.0899658203125,#37abb4,29,16,SP2,1
5172.0400390625,4099.18994140625,1549.25,#37abb4,29,16,SP2,1
5124.97021484375,4221.56005859375,1573.719970703125,#37abb4,29,16,SP2,1
5395.7998046875,1705.6800537109375,1369.969970703125,#8c94f4,29,21,SP2,1
5513.47998046875,1649.3900146484375,1420.989990234375,#8c94f4,29,21,SP2,1
5572.31982421875,1686.719970703125,1286.030029296875,#8c94f4,29,21,SP2,1
5521.669921875,1683.72998046875,1525.469970703125,#8c94f4,29,21,SP2,1
5486.509765625,1641.3499755859375,1354.52001953125,#8c94f4,29,21,SP2,1
5631.56982421875,1707.9200439453125,1439.06005859375,#8c94f4,29,21,SP2,1
5309.169921875,1746.449951171875,1382.9000244140625,#8c94f4,29,21,SP2,1
5464.9599609375,1680.25,1480.6600341796875,#8c94f4,29,21,SP2,1
2977.8701171875,3700.510009765625,1542.719970703125,#38aac0,29,17,SP2,1
2929.7900390625,3793.89990234375,1482.8399658203125,#38aac0,29,17,SP2,1
2968.72998046875,3774.080078125,1419.7900390625,#38aac0,29,17,SP2,1
2169.010009765625,1902.77001953125,1463.2900390625,#89a731,29,8,SP2,1
2213.239990234375,1788.4100341796875,1484.06005859375,#89a731,29,8,SP2,1
2214.8701171875,1837.0799560546875,1564.8299560546875,#89a731,29,8,SP2,1
2152.340087890625,1746.1300048828125,1425.0899658203125,#89a731,29,8,SP2,1
2138.889892578125,1864.4200439453125,1508.0400390625,#89a731,29,8,SP2,1
4769.81005859375,3785.260009765625,1492.8599853515625,#000000,29,28,SP2,1
4815.990234375,3836.340087890625,1463.760009765625,#37abb4,29,16,SP2,1
4902.8701171875,3891.77001953125,1444.27001953125,#37abb4,29,16,SP2,1
5185.669921875,3759.639892578125,1821.6300048828125,#37abb4,29,16,SP2,1
4189.10986328125,3652.0400390625,1618.489990234375,#ab89f4,29,22,SP2,1
4176.14013671875,3682.639892578125,1540.5999755859375,#ab89f4,29,22,SP2,1
4071.239990234375,3680.31005859375,1556.81005859375,#ab89f4,29,22,SP2,1
4278.240234375,3738.02001953125,1608.030029296875,#ab89f4,29,22,SP2,1
4439.5400390625,788.9000244140625,1412.3699951171875,#6ead31,29,9,SP2,1
4299.9599609375,802.6900024414062,1432.3499755859375,#6ead31,29,9,SP2,1
4364.580078125,772.3699951171875,1365.239990234375,#6ead31,29,9,SP2,1
4341.9599609375,739.4099731445312,1446.1800537109375,#6ead31,29,9,SP2,1
4440.68017578125,726.52001953125,1455.81005859375,#6ead31,29,9,SP2,1
4456.91015625,867.8099975585938,1493.75,#6ead31,29,9,SP2,1
344.55999755859375,2902.340087890625,1357.3800048828125,#f77467,29,1,SP2,1
478.6300048828125,2886.360107421875,1503.4100341796875,#f77467,29,1,SP2,1
294.7200012207031,2844.550048828125,1403.719970703125,#f77467,29,1,SP2,1
299.8500061035156,2846.6201171875,1503.300048828125,#f77467,29,1,SP2,1
355.3699951171875,2844.18994140625,1438.260009765625,#f77467,29,1,SP2,1
453.510009765625,2831.85009765625,1495.0899658203125,#f77467,29,1,SP2,1
391.6400146484375,2911.56005859375,1477.8900146484375,#f77467,29,1,SP2,1
2330.760009765625,4582.52001953125,1380.0,#f17b32,29,2,SP2,1
2234.1298828125,4479.2900390625,1341.5999755859375,#f17b32,29,2,SP2,1
2363.97998046875,4440.490234375,1279.9100341796875,#f17b32,29,2,SP2,1
2404.429931640625,4489.60986328125,1263.9000244140625,#f17b32,29,2,SP2,1
2390.699951171875,4578.77978515625,1299.010009765625,#f17b32,29,2,SP2,1
2259.580078125,4524.1298828125,1421.3499755859375,#f17b32,29,2,SP2,1
2334.389892578125,4460.3701171875,1382.719970703125,#f17b32,29,2,SP2,1
2312.989990234375,4514.080078125,1294.030029296875,#f17b32,29,2,SP2,1
2374.489990234375,4505.83984375,1470.1400146484375,#f17b32,29,2,SP2,1
2341.320068359375,4479.02001953125,1530.469970703125,#f17b32,29,2,SP2,1
2262.679931640625,4616.85986328125,1316.050048828125,#f17b32,29,2,SP2,1
2402.60009765625,4526.33984375,1380.5699462890625,#f17b32,29,2,SP2,1
2075.18994140625,3134.25,1557.8599853515625,#da8a32,29,3,SP2,1
2160.949951171875,3172.39990234375,1530.22998046875,#da8a32,29,3,SP2,1
2039.4000244140625,3228.739990234375,1550.030029296875,#da8a32,29,3,SP2,1
2127.9599609375,3182.22998046875,1611.0699462890625,#da8a32,29,3,SP2,1
2182.7900390625,3254.830078125,1425.5799560546875,#da8a32,29,3,SP2,1
2122.800048828125,3261.050048828125,1458.47998046875,#da8a32,29,3,SP2,1
4261.83984375,5743.89013671875,1389.780029296875,#f669b9,29,27,SP2,1
4225.0498046875,5777.0,1323.4300537109375,#f669b9,29,27,SP2,1
4349.10986328125,5702.31982421875,1485.1500244140625,#f669b9,29,27,SP2,1
4363.33984375,5679.7998046875,1348.31005859375,#f669b9,29,27,SP2,1
5269.60986328125,5026.35986328125,1400.6500244140625,#b99932,29,5,SP2,1
5248.41015625,5052.72998046875,1479.550048828125,#b99932,29,5,SP2,1
2196.909912109375,4120.009765625,1429.800048828125,#f17b32,29,2,SP2,1
2154.969970703125,4116.8798828125,1517.7099609375,#f17b32,29,2,SP2,1
2249.18994140625,4118.47998046875,1466.280029296875,#f17b32,29,2,SP2,1
353.2099914550781,1187.9100341796875,1626.8800048828125,#9ba331,29,7,SP2,1
465.1099853515625,1136.1800537109375,1573.800048828125,#9ba331,29,7,SP2,1
2931.3798828125,4005.1298828125,1624.22998046875,#38aac0,29,17,SP2,1
2968.469970703125,3967.199951171875,1521.3800048828125,#38aac0,29,17,SP2,1
2882.919921875,3969.169921875,1514.0,#38aac0,29,17,SP2,1
3047.080078125,4014.139892578125,1548.8599853515625,#38aac0,29,17,SP2,1
2967.989990234375,3891.260009765625,1571.219970703125,#38aac0,29,17,SP2,1
1385.1800537109375,4370.39013671875,1390.3599853515625,#33b16a,29,11,SP2,1
1412.800048828125,4396.22998046875,1494.9000244140625,#33b16a,29,11,SP2,1
1501.1600341796875,4547.31005859375,1441.27001953125,#33b16a,29,11,SP2,1
1444.3399658203125,4474.080078125,1480.739990234375,#33b16a,29,11,SP2,1
1419.9300537109375,4556.31005859375,1591.8399658203125,#33b16a,29,11,SP2,1
1455.3299560546875,4560.919921875,1506.7099609375,#33b16a,29,11,SP2,1
5408.259765625,5575.85986328125,1582.0799560546875,#b99932,29,5,SP2,1
5523.16015625,5649.0498046875,1403.1700439453125,#b99932,29,5,SP2,1
5440.8798828125,5626.27978515625,1550.4599609375,#b99932,29,5,SP2,1
1087.4100341796877,5011.5,1338.25,#3ba5e3,29,19,SP2,1
983.5900268554688,5045.8798828125,1342.5799560546875,#3ba5e3,29,19,SP2,1
4862.02978515625,4990.31005859375,1528.6199951171875,#b99932,29,5,SP2,1
4962.10009765625,5002.27001953125,1653.72998046875,#b99932,29,5,SP2,1
4821.7099609375,5080.35986328125,1570.3699951171875,#b99932,29,5,SP2,1
4931.25,5010.08984375,1562.97998046875,#b99932,29,5,SP2,1
5645.830078125,1064.4100341796877,1348.0,#c89332,29,4,SP2,1
5571.22021484375,1066.1300048828123,1389.489990234375,#c89332,29,4,SP2,1
309.20001220703125,1314.5,1601.5400390625,#9ba331,29,7,SP2,1
270.0599975585937,1344.1400146484375,1494.18994140625,#9ba331,29,7,SP2,1
218.4199981689453,1293.260009765625,1495.550048828125,#9ba331,29,7,SP2,1
236.00999450683602,1309.7099609375,1650.06005859375,#9ba331,29,7,SP2,1
5429.2001953125,2975.820068359375,1576.3800048828125,#ab9e31,29,6,SP2,1
5428.93994140625,2803.18994140625,1730.56005859375,#ab9e31,29,6,SP2,1
5414.3701171875,2887.669921875,1565.3800048828125,#ab9e31,29,6,SP2,1
5423.490234375,2873.2900390625,1629.3399658203125,#ab9e31,29,6,SP2,1
2624.52001953125,2653.889892578125,1474.18994140625,#da8a32,29,3,SP2,1
2664.239990234375,2673.8701171875,1544.6400146484375,#da8a32,29,3,SP2,1
2699.169921875,2724.110107421875,1489.489990234375,#da8a32,29,3,SP2,1
5454.169921875,1252.1700439453125,1657.68994140625,#000000,29,28,SP2,1
5505.60986328125,1270.469970703125,1588.5899658203125,#000000,29,28,SP2,1
5536.8701171875,1145.3800048828125,1569.8499755859375,#c89332,29,4,SP2,1
2609.550048828125,5436.009765625,1537.489990234375,#34b082,29,12,SP2,1
2595.64990234375,5268.919921875,1524.8800048828125,#34b082,29,12,SP2,1
2495.89990234375,5300.22021484375,1546.8499755859375,#34b082,29,12,SP2,1
2657.389892578125,5249.31005859375,1584.8800048828125,#34b082,29,12,SP2,1
2553.179931640625,5343.2998046875,1482.0400390625,#34b082,29,12,SP2,1
2486.389892578125,5287.9599609375,1427.6600341796875,#34b082,29,12,SP2,1
2832.449951171875,2642.360107421875,1392.43994140625,#da8a32,29,3,SP2,1
2743.81005859375,2719.389892578125,1563.1400146484375,#da8a32,29,3,SP2,1
2787.52001953125,2744.2099609375,1485.989990234375,#da8a32,29,3,SP2,1
2742.81005859375,2739.97998046875,1344.1199951171875,#da8a32,29,3,SP2,1
2847.830078125,2745.300048828125,1438.8800048828125,#da8a32,29,3,SP2,1
2870.530029296875,2742.159912109375,1555.489990234375,#da8a32,29,3,SP2,1
2862.669921875,2632.860107421875,1492.3399658203125,#da8a32,29,3,SP2,1
2730.1201171875,2835.159912109375,1354.6700439453125,#da8a32,29,3,SP2,1
2810.919921875,2738.489990234375,1592.9300537109375,#da8a32,29,3,SP2,1
2763.739990234375,2844.570068359375,1299.010009765625,#da8a32,29,3,SP2,1
241.92999267578125,3285.7099609375,1697.530029296875,#000000,29,28,SP2,1
159.83999633789062,3212.659912109375,1605.25,#000000,29,28,SP2,1
1342.989990234375,2855.179931640625,1502.27001953125,#f77467,29,1,SP2,1
1381.5699462890625,2869.9599609375,1577.300048828125,#f77467,29,1,SP2,1
4276.740234375,3926.2099609375,1459.1500244140625,#ab89f4,29,22,SP2,1
4293.52978515625,3936.800048828125,1533.1600341796875,#ab89f4,29,22,SP2,1
4227.080078125,3876.139892578125,1351.300048828125,#ab89f4,29,22,SP2,1
4249.97021484375,3931.580078125,1332.7900390625,#ab89f4,29,22,SP2,1
4243.77978515625,3913.840087890625,1422.6600341796875,#ab89f4,29,22,SP2,1
4262.89013671875,3823.43994140625,1427.760009765625,#ab89f4,29,22,SP2,1
4370.14990234375,3879.679931640625,1551.5400390625,#ab89f4,29,22,SP2,1
4399.2900390625,3965.070068359375,1604.8900146484375,#ab89f4,29,22,SP2,1
4443.580078125,4020.050048828125,1586.06005859375,#ab89f4,29,22,SP2,1
1730.8199462890625,361.2099914550781,1548.4000244140625,#35ae92,29,13,SP2,1
1730.4000244140625,226.57000732421875,1556.3499755859375,#000000,29,28,SP2,1
5334.35009765625,5698.35009765625,1430.199951171875,#b99932,29,5,SP2,1
5345.2998046875,5718.14990234375,1516.2900390625,#b99932,29,5,SP2,1
4601.259765625,3900.699951171875,1584.030029296875,#ab89f4,29,22,SP2,1
4537.41015625,3824.669921875,1583.1800537109375,#ab89f4,29,22,SP2,1
4491.9501953125,3827.64990234375,1525.469970703125,#ab89f4,29,22,SP2,1
3067.760009765625,2219.10009765625,1504.8599853515625,#89a731,29,8,SP2,1
3024.780029296875,2181.77001953125,1449.510009765625,#89a731,29,8,SP2,1
2948.81005859375,2128.47998046875,1378.469970703125,#89a731,29,8,SP2,1
3498.889892578125,373.6099853515625,1359.93994140625,#35ad9f,29,14,SP2,1
3427.570068359375,340.04998779296875,1430.7900390625,#35ad9f,29,14,SP2,1
3462.60009765625,348.45001220703125,1313.0899658203125,#35ad9f,29,14,SP2,1
3435.699951171875,273.6300048828125,1480.300048828125,#35ad9f,29,14,SP2,1
3358.39990234375,148.22000122070312,1541.0899658203125,#35ad9f,29,14,SP2,1
3401.449951171875,256.67001342773443,1563.5400390625,#35ad9f,29,14,SP2,1
3486.530029296875,240.1300048828125,1402.8800048828125,#35ad9f,29,14,SP2,1
3449.550048828125,89.41999816894531,1408.8399658203125,#35ad9f,29,14,SP2,1
2027.06005859375,346.79998779296875,1736.510009765625,#35ae92,29,13,SP2,1
2128.840087890625,427.0799865722656,1672.4599609375,#35ae92,29,13,SP2,1
2032.77001953125,481.7799987792969,1698.1099853515625,#35ae92,29,13,SP2,1
2115.219970703125,568.8400268554688,1725.18994140625,#35ae92,29,13,SP2,1
2115.570068359375,398.510009765625,1604.469970703125,#35ae92,29,13,SP2,1
2159.969970703125,475.8500061035156,1564.3299560546875,#35ae92,29,13,SP2,1
2121.3798828125,453.25,1762.8599853515625,#35ae92,29,13,SP2,1
2136.7900390625,500.1199951171875,1676.8299560546875,#35ae92,29,13,SP2,1
288.5,1035.4100341796877,1519.050048828125,#9ba331,29,7,SP2,1
308.7699890136719,1091.18994140625,1420.219970703125,#9ba331,29,7,SP2,1
369.0499877929688,1092.5899658203123,1461.6500244140625,#9ba331,29,7,SP2,1
3635.919921875,1984.780029296875,1405.3499755859375,#34b331,29,10,SP2,1
3612.4599609375,1906.8599853515625,1360.0699462890625,#34b331,29,10,SP2,1
3634.02001953125,2078.10009765625,1417.0899658203125,#34b331,29,10,SP2,1
3548.14990234375,1910.3800048828125,1384.739990234375,#34b331,29,10,SP2,1
5314.2900390625,4822.7099609375,1570.52001953125,#b99932,29,5,SP2,1
5366.33984375,4757.7998046875,1405.6099853515625,#000000,29,28,SP2,1
5308.27001953125,4799.33984375,1473.6400146484375,#b99932,29,5,SP2,1
5311.990234375,4820.2001953125,1388.47998046875,#b99932,29,5,SP2,1
5526.47998046875,5363.33984375,1366.0899658203125,#b99932,29,5,SP2,1
5393.490234375,5222.58984375,1532.219970703125,#b99932,29,5,SP2,1
5565.259765625,5430.10009765625,1335.219970703125,#b99932,29,5,SP2,1
5524.1201171875,5345.5,1484.239990234375,#b99932,29,5,SP2,1
5498.1201171875,5316.3701171875,1401.1400146484375,#b99932,29,5,SP2,1
5469.0400390625,5229.490234375,1568.81005859375,#b99932,29,5,SP2,1
3249.52001953125,387.0899963378906,1966.8199462890625,#35ad9f,29,14,SP2,1
1973.52001953125,1949.8399658203125,1381.489990234375,#89a731,29,8,SP2,1
1983.5400390625,1844.6500244140625,1467.0899658203125,#89a731,29,8,SP2,1
2016.260009765625,1863.6500244140625,1376.8499755859375,#89a731,29,8,SP2,1
1899.8299560546875,1806.4100341796875,1434.9599609375,#89a731,29,8,SP2,1
1932.0699462890625,1861.8499755859373,1411.199951171875,#89a731,29,8,SP2,1
1985.0699462890625,1846.7900390625,1314.3900146484375,#89a731,29,8,SP2,1
1974.1400146484373,1760.52001953125,1500.0699462890625,#89a731,29,8,SP2,1
2366.669921875,4158.7099609375,1418.199951171875,#f17b32,29,2,SP2,1
2404.669921875,4208.3701171875,1406.6099853515625,#f17b32,29,2,SP2,1
2354.419921875,4284.1201171875,1385.1400146484375,#f17b32,29,2,SP2,1
2407.070068359375,4155.5,1476.719970703125,#f17b32,29,2,SP2,1
2722.429931640625,1633.1099853515625,1446.530029296875,#89a731,29,8,SP2,1
2806.669921875,1694.9000244140625,1443.5,#89a731,29,8,SP2,1
2750.590087890625,1683.219970703125,1556.780029296875,#89a731,29,8,SP2,1
2836.409912109375,1652.6800537109375,1540.2099609375,#89a731,29,8,SP2,1
2762.27001953125,1640.9100341796875,1382.6600341796875,#89a731,29,8,SP2,1
3458.300048828125,3883.14990234375,1276.8299560546875,#38aac0,29,17,SP2,1
3500.47998046875,3850.469970703125,1332.6800537109375,#38aac0,29,17,SP2,1
3454.6298828125,3895.679931640625,1379.050048828125,#38aac0,29,17,SP2,1
3145.4599609375,87.05000305175781,1808.4200439453125,#35ad9f,29,14,SP2,1
3158.300048828125,79.69999694824219,1715.9300537109375,#35ad9f,29,14,SP2,1
3141.340087890625,137.97000122070312,1675.75,#35ad9f,29,14,SP2,1
3172.6298828125,204.16000366210938,1588.5,#35ad9f,29,14,SP2,1
2483.419921875,2700.760009765625,1504.3199462890625,#da8a32,29,3,SP2,1
2460.52001953125,2733.43994140625,1594.8699951171875,#da8a32,29,3,SP2,1
2361.080078125,2642.02001953125,1560.010009765625,#da8a32,29,3,SP2,1
3586.840087890625,251.82000732421875,1490.0999755859375,#35ad9f,29,14,SP2,1
3688.9599609375,222.0399932861328,1486.93994140625,#35ad9f,29,14,SP2,1
1536.3399658203125,977.7899780273438,1667.469970703125,#f55fe7,29,25,SP2,1
2750.360107421875,5286.14990234375,1658.47998046875,#34b082,29,12,SP2,1
2830.860107421875,5354.22998046875,1541.9100341796875,#34b082,29,12,SP2,1
1347.2099609375,765.739990234375,1590.0,#f55fe7,29,25,SP2,1
1224.5899658203125,765.4000244140625,1620.0899658203125,#f55fe7,29,25,SP2,1
1286.8499755859375,738.0800170898438,1533.8499755859375,#f55fe7,29,25,SP2,1
1418.1700439453125,785.9000244140625,1665.8499755859375,#f55fe7,29,25,SP2,1
3950.3701171875,3670.280029296875,1396.699951171875,#ab89f4,29,22,SP2,1
1933.800048828125,2891.4599609375,1466.469970703125,#da8a32,29,3,SP2,1
5608.41015625,5139.169921875,1603.0999755859375,#b99932,29,5,SP2,1
4886.16015625,5943.06982421875,1277.9300537109375,#000000,29,28,SP2,1
5449.93994140625,5784.83984375,1646.9200439453125,#000000,29,28,SP2,1
1914.6500244140625,2024.469970703125,1585.469970703125,#89a731,29,8,SP2,1
5779.85009765625,5443.93017578125,1780.8900146484375,#b99932,29,5,SP2,1
1078.8199462890623,4379.60009765625,1210.43994140625,#000000,29,28,SP2,1
5130.1298828125,1360.8699951171875,1520.1199951171875,#8c94f4,29,21,SP2,1
5383.990234375,3558.219970703125,2055.68994140625,#000000,29,28,SP2,1
2951.929931640625,746.9299926757812,1510.77001953125,#000000,29,28,SP2,1
5799.9599609375,1119.6800537109377,1415.739990234375,#c89332,29,4,SP2,1
2737.72998046875,991.9199829101564,1230.0999755859375,#000000,29,28,SP2,1
2904.2099609375,2988.780029296875,1443.800048828125,#da8a32,29,3,SP2,1
4839.89990234375,2585.27001953125,1574.8599853515625,#e36bf4,29,24,SP2,1
2523.139892578125,4996.3701171875,1470.3800048828125,#34b082,29,12,SP2,1
3689.580078125,256.92999267578125,1577.4200439453125,#35ad9f,29,14,SP2,1
1941.8900146484373,5581.97998046875,1664.6400146484375,#c77df4,29,23,SP2,1
4070.820068359375,3824.699951171875,1272.6800537109375,#ab89f4,29,22,SP2,1
2973.8798828125,1634.93994140625,1234.0899658203125,#89a731,29,8,SP2,1
5208.580078125,3068.25,1647.1600341796875,#ab9e31,29,6,SP2,1
5278.52001953125,3045.110107421875,1617.9100341796875,#ab9e31,29,6,SP2,1
1358.27001953125,824.5399780273438,1526.3800048828125,#f55fe7,29,25,SP2,1
4602.5400390625,2316.02001953125,1470.93994140625,#e36bf4,29,24,SP2,1
5129.10986328125,1565.3800048828125,1258.9200439453125,#8c94f4,29,21,SP2,1
3405.320068359375,3045.489990234375,1845.31005859375,#000000,29,28,SP2,1
2685.340087890625,5514.009765625,1598.1500244140625,#34b082,29,12,SP2,1
879.4099731445312,4678.33984375,1619.7900390625,#34b080,22,9,SP2,2
847.239990234375,1495.5400390625,1460.6700439453125,#35ae95,22,10,SP2,2
974.8699951171876,47.22000122070313,1540.6500244140625,#f77189,22,0,SP2,2
4193.6298828125,637.1400146484375,1373.260009765625,#4ea0f4,22,15,SP2,2
3869.169921875,2420.2099609375,1615.1700439453125,#f77557,22,1,SP2,2
2985.35009765625,3193.2099609375,1602.239990234375,#000000,22,21,SP2,2
5738.68994140625,5482.3798828125,1497.3299560546875,#f667c6,22,20,SP2,2
340.2799987792969,237.0800018310547,1667.47998046875,#000000,22,21,SP2,2
5317.81982421875,3556.659912109375,1365.989990234375,#66ae31,22,7,SP2,2
5618.97998046875,5529.10009765625,1662.81005859375,#000000,22,21,SP2,2
